			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
rnd-6_family-526	DNA	hAT-Ac	0	0	193	375	1196	1867	1805	5180	25603	12377	7290	3771	2769	10203	6204	449	1995	1974	6025	2538	72	1919	986	84	279	1265	2313	815	3503	850	1816	1584	209	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1022	DNA	DNA	0	0	0	0	668	430	429	170	429	345	1946	413	741	271	410	497	513	841	333	174	1126	86	219	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-62	LTR	Copia	0	225	180	172	302	561	1068	1460	958	1491	1165	1080	902	867	1018	582	770	877	340	162	626	380	428	104	45	235	189	0	254	119	77	0	0	0	0	108	65	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-917	DNA	DNA	0	0	0	111	0	34	0	0	150	109	190	0	0	38	0	262	67	253	57	0	116	76	111	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1799	DNA	hAT-Ac	0	0	0	0	0	0	0	0	319	362	1000	775	689	1414	2290	2157	2133	3532	3180	3524	3006	1627	972	1374	888	549	543	141	131	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-746	SINE	SINE	0	0	0	88	234	164	247	324	333	391	334	922	438	459	476	453	447	497	242	378	238	150	103	269	38	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1711	LTR	LTR	0	0	0	0	0	0	0	0	51	0	1060	511	205	286	452	638	1679	707	1481	605	1694	558	1955	1394	3234	1784	752	864	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-101	DNA	PIF-Harbinger	31	0	69	623	2610	7514	18010	18510	21828	17541	16670	11264	12211	12441	11259	11165	7698	6183	5972	3689	4010	4091	2620	1992	788	643	987	931	636	41	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-750	Unknown	Unknown	0	0	0	0	0	0	46	0	0	149	0	118	502	396	254	923	310	763	720	1354	1519	1090	316	141	279	219	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1680	LINE	LINE	0	144	2409	13185	44842	83437	64431	28806	9461	3452	2185	5181	12427	10927	3473	4042	3224	3760	1878	2454	311	1742	130	523	33	39	65	36	57	88	67	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-600	Retro	Retro	0	0	0	0	0	0	0	1204	6829	7322	13335	11362	10963	6458	4937	4552	5765	4735	5476	5839	5459	11736	14810	7269	5934	6824	6325	4059	4602	3132	2108	389	848	265	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-925	DNA	DNA	0	0	141	0	321	340	95	520	650	478	383	533	136	139	391	463	88	58	225	76	0	134	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-413	LTR	LTR	0	0	118	97	49	81	61	1761	1888	10112	13977	22251	17302	14318	5715	2365	2026	3112	3670	5164	4030	4630	8991	6746	6428	3372	1622	222	236	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-548	DNA	MULE-MuDR	0	432	0	0	248	0	0	0	321	1635	3316	18334	4993	2593	0	2123	739	139	3272	6343	4848	15028	14249	6675	7041	7770	4333	9297	7451	2975	624	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-392	LTR	LTR	0	53	44	65	49	38	145	171	339	65	484	201	294	160	227	452	72	28	219	30	115	20	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1018	LTR	LTR	0	0	0	0	1623	2744	8824	7654	8757	3217	1380	0	746	978	2159	2727	1997	262	835	2468	955	145	1211	743	1728	171	1016	1036	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3478	DNA	TcMar-Stowaway	0	0	46	0	0	97	0	52	688	2016	2355	6034	7719	11645	12826	13717	11963	11970	15721	9495	12084	7105	3722	2881	2825	910	312	545	161	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-251	LTR	Gypsy	0	168	2992	8003	71503	106685	75886	60131	32993	24181	30868	20531	17037	12988	12006	11131	30802	24695	26146	7994	27947	6399	4520	28455	15508	16652	2165	663	1036	0	0	634	433	128	240	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-5259	LINE	LINE	0	0	0	0	0	186	31	235	130	233	726	1801	4998	5487	3278	3223	2101	1772	335	512	529	119	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1582	DNA	DNA	0	0	4822	5493	3648	2095	1719	989	601	337	422	854	2125	866	1101	3426	148	412	641	641	1445	489	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-911	DNA	DNA	0	0	0	0	0	0	485	750	851	425	752	522	704	759	952	2146	1774	3788	2995	2312	1404	1166	924	1062	1025	762	492	47	39	34	103	138	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-874	LTR	LTR	173	58	454	467	621	1149	1151	1247	1792	687	2890	1294	3937	1615	3572	1993	1165	1646	1065	543	622	275	498	127	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1091	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	77	232	296	0	0	449	1163	3706	2926	2195	2248	967	373	93	0	655	0	41	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-124	DNA	DNA	0	0	136	28	541	3082	7896	14035	26367	28363	24083	21636	27719	25681	25422	15497	13838	9191	5923	5147	2778	2141	1788	1600	1054	1046	632	971	340	203	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-39	LTR	Gypsy	217	1775	7781	25545	97895	134617	180077	130417	64201	33963	13018	9166	9993	7034	3111	2439	4821	2689	2555	1933	3907	2045	2054	1477	446	582	41	74	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-229	DNA	DNA	200	2341	7071	16470	28459	28682	26857	21487	14345	12583	9048	6573	4622	4023	5946	4511	4386	4382	1732	1465	1251	697	224	230	107	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-182	DNA	hAT-Ac	0	0	89	0	0	90	211	200	137	762	1424	614	1966	1001	2296	1799	2084	2105	1820	647	175	240	111	605	29	64	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-154	Unknown	Unknown	0	0	0	0	0	0	51	212	580	445	1744	1688	3465	2459	1848	3040	3626	2561	2271	4352	3407	3050	1120	2222	1302	328	405	239	213	214	0	568	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-530	LINE	LINE	35	0	0	0	0	0	0	398	0	1009	3375	6068	6166	2965	3422	2410	2475	1460	758	2492	688	247	461	216	52	75	112	89	19	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-262	LTR	Copia	0	651	20854	103063	76871	29767	31263	13565	33258	30790	34218	17082	7097	4702	1699	453	51	149	118	299	207	1459	451	61	0	84	666	732	834	237	201	160	71	154	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-4850	LTR	LTR	94	1648	8846	16568	12963	1605	3749	987	232	333	801	0	402	443	624	0	0	0	0	0	0	638	0	152	213	451	225	225	225	0	170	567	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3837	Retro	Retro	0	0	0	0	1223	935	1772	254	1502	2201	2489	2450	2649	311	374	824	1145	500	770	1383	1361	1332	2045	728	1196	288	804	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-2274	DNA	DNA	38	0	39	0	186	176	321	336	1615	2117	6257	9073	12242	19016	16845	18370	15761	11815	14190	7837	6407	4673	2566	1978	1033	874	618	228	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-999	LTR	Copia	0	344	89	2014	3910	6723	3529	4069	1053	1367	615	341	1073	705	278	561	267	582	275	334	782	859	742	947	418	266	133	0	88	203	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-17	LTR	Gypsy	49	725	6244	7859	13009	10424	9724	34718	90206	100079	97188	54718	36573	59809	43157	26600	21683	10673	8522	3574	6286	1221	10387	1257	2567	2074	85	216	17	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2565	LINE	L1	0	0	0	0	0	0	0	0	60	92	52	4912	149	0	225	643	0	653	84	664	4846	5715	5947	5770	31665	40367	75616	137954	123471	39277	11798	2987	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-506	LTR	Gypsy	0	118	114	2451	1117	4274	5436	5079	10089	3446	4864	3640	5853	5799	2264	1341	1841	2680	2402	4402	5093	2629	5493	3616	765	1125	1056	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-126	LTR	LTR	0	0	0	0	0	0	78	3323	326	1076	5171	6950	5540	6028	10695	9427	2882	4809	5409	4182	3722	4773	4972	4366	2068	1830	2791	0	366	182	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-277	LTR	Gypsy	0	0	0	80	0	0	186	1305	264	57	1905	13	1227	157	163	1615	672	714	1934	1258	14303	23449	25297	37303	28592	22315	10112	8713	5583	4570	1359	1030	1485	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-436	DNA	hAT	0	0	0	207	208	204	1605	1150	2361	3672	3983	3156	3134	1863	2821	2140	2068	1379	871	1300	1355	512	824	679	574	633	374	754	466	82	48	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-57	LTR	LTR	0	0	310	157	729	585	1292	2341	2924	4542	5598	4374	4119	6176	7105	4566	5215	5476	2644	3730	4134	2890	1994	952	1340	353	569	99	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-4201	Retro	Retro	0	0	0	0	63	0	0	0	818	445	293	531	166	654	790	918	813	538	1594	648	1884	847	96	162	0	55	220	68	0	130	120	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1013	LINE	LINE	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	91	72	144	104	0	248	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-885	DNA	DNA	0	0	0	64	0	0	63	0	79	111	0	246	67	78	312	69	22	8	21	0	70	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1012	DNA	DNA	0	252	1127	508	2289	4160	4149	4055	2827	4806	2263	2638	795	224	747	167	264	80	134	131	128	149	0	59	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-257	DNA	DNA	0	0	0	0	0	0	0	0	0	0	337	55	252	570	375	33	390	657	411	295	61	177	44	39	156	32	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-773	DNA	DNA	0	0	0	0	0	36	0	76	155	194	241	1594	2884	5989	5675	8174	7152	7517	7573	7084	5717	5470	3996	4441	3725	3110	2091	1787	417	536	465	28	17	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-156	DNA	DNA	0	0	0	0	301	0	0	0	26	0	3084	1196	2036	551	0	2881	1202	2248	5849	2595	2630	271	1127	2776	757	183	414	234	28	782	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-818	DNA	hAT-Ac	56	410	161	797	191	794	1091	498	303	285	611	253	357	123	336	0	48	197	96	123	242	64	128	32	14	18	0	0	16	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-163	LTR	LTR	0	0	0	31	0	179	431	656	2312	4816	2679	4777	4678	11266	8290	5812	5648	3933	3172	2735	1485	992	535	134	793	39	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-2_family-40	DNA	DNA	0	0	0	0	44	235	45	764	2645	6251	10798	14966	17756	17676	24441	25222	33814	35803	29295	34915	34127	35634	34862	24618	26526	20086	19138	15060	11872	8145	6069	1679	1750	882	164	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1621	LTR	Copia	606	1960	8961	20416	33921	10360	7580	822	5872	2402	0	35	216	2567	0	853	411	586	757	1357	824	1044	1177	1165	1129	605	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-994	DNA	DNA	0	0	0	0	0	0	0	0	46	0	0	44	0	0	0	87	43	159	0	14	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-987	Retro	Retro	0	0	0	0	213	369	666	785	1365	1536	1271	1107	1176	1778	1737	706	760	1126	629	358	574	67	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-716	LTR	LTR	0	0	0	0	0	0	0	0	0	0	143	0	318	0	355	242	1406	2667	4829	3564	3272	1212	2635	1455	1026	1347	766	0	222	327	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1409	RC	Helitron	110	872	2394	6563	7730	13242	9182	8566	12115	13334	9668	10807	9612	13921	10910	8167	7222	5171	1568	2940	1139	1573	3021	816	899	494	1014	563	379	140	31	0	0	117	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-332	LTR	LTR	0	0	0	0	0	0	132	0	230	480	408	583	240	250	1	126	0	259	204	103	394	210	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1130	LTR	Copia	0	0	0	702	3000	8590	11201	4590	2962	0	190	0	0	356	2642	1097	899	1238	1665	1288	1572	2675	1580	795	388	1563	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-391	DNA	DNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	8	51	43	0	39	0	18	42	45	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-444	DNA	TcMar-Stowaway	0	0	104	0	41	35	490	713	4782	5355	8503	9314	11943	19308	22156	27584	25635	28084	27315	19004	17028	8527	4642	4613	3362	1590	2125	840	226	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-6484	LINE	LINE	0	0	0	65	287	255	1855	1547	4389	4648	2193	2111	921	45	176	383	940	344	254	598	764	863	382	79	947	815	907	763	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-715	Unknown	Unknown	0	0	0	58	180	692	292	246	635	1777	1162	4579	4174	6668	9104	6092	5823	3668	6050	4881	3400	2064	848	2186	1075	945	246	28	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3464	DNA	Maverick	0	0	0	0	0	0	0	196	0	406	1439	2034	0	0	588	637	1384	274	630	293	531	222	1303	498	441	423	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1315	DNA	DNA	0	0	0	0	0	98	0	0	0	0	0	802	1047	1867	778	2028	2031	1482	2566	3206	3367	5640	4153	3040	2061	484	1183	237	437	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-701	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	280	0	90	0	83	937	0	0	121	903	0	75	510	777	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-9743	DNA	DNA	47	0	0	725	99	1432	0	997	1365	1604	536	1188	1208	1188	1627	1437	2395	2476	1446	2319	1540	992	888	1063	129	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-60	DNA	DNA	45	210	482	173	6043	11406	25372	70941	74446	61018	26094	8666	5265	3214	2474	1329	2221	1205	416	576	1671	1475	1474	1998	1291	800	1113	1381	635	1139	501	251	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-953	Retro	Retro	249	0	36	0	0	229	0	64	2978	3934	2385	2829	1242	825	724	619	1773	265	796	0	491	276	1052	528	419	1088	505	0	425	267	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-977	Retro	Retro	0	104	591	3146	4649	69905	246131	417692	369338	279951	146353	57013	37018	38382	39767	27517	8163	2104	1600	1685	1767	996	563	95	44	143	150	256	1	590	154	10	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-5343	LINE	LINE	0	0	0	0	0	0	46	0	0	0	325	1270	1639	453	1990	1202	898	1001	574	562	66	746	654	218	140	88	98	66	222	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-456	LINE	LINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	188	508	761	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-726	LTR	LTR	0	0	0	0	0	0	0	0	0	0	451	0	0	906	124	1451	481	548	2390	1508	2362	758	1009	366	270	314	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-849	Retro	Retro	0	0	0	0	0	0	0	0	0	0	66	0	0	79	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1176	LINE	LINE	0	0	0	0	0	111	1679	200	2385	3358	2047	2130	1610	1959	2126	1544	1341	942	897	840	148	0	107	531	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-920	DNA	hAT-Tag1	0	0	0	0	178	281	282	387	1754	1200	1515	1143	1093	1224	566	216	824	865	987	665	962	471	1165	1036	784	643	402	109	461	0	85	0	0	57	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1005	LINE	RTE-BovB	0	0	0	0	0	0	0	0	169	339	544	2455	4625	3355	5471	6267	1982	1078	4512	3037	2690	1146	1617	1175	170	780	0	760	0	163	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2540	RC	Helitron	36	0	0	0	0	40	32	212	304	630	686	1130	2934	6569	5879	10947	10168	13406	14948	9046	7717	5295	4546	5238	4154	2680	3454	2178	1072	2121	719	988	514	293	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1146	DNA	MULE-MuDR	0	0	0	53	0	0	49	0	0	0	0	0	0	0	0	0	0	82	649	113	2875	1518	2429	1913	1760	586	1315	1305	948	496	1242	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-263	LTR	Gypsy	0	0	0	0	0	0	0	0	0	68	0	89	0	239	30	160	379	3387	758	1313	0	0	163	0	426	300	830	272	337	204	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-6570	LINE	LINE	0	0	121	180	448	365	929	691	1914	1713	747	1266	2609	2223	2375	410	3153	972	1235	691	1079	883	1790	842	512	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-961	LINE	LINE	63	0	0	94	0	0	1393	6250	5475	8156	5506	4006	2312	2884	1291	1292	5463	4736	5144	2452	1582	2066	1352	363	0	89	250	0	0	102	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-582	LTR	LTR	0	0	39	0	0	0	0	0	0	0	82	0	0	0	0	32	0	0	0	0	94	0	344	572	5547	5346	13684	5652	764	309	898	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-366	LTR	Copia	0	184	332	723	1241	2814	5983	16997	30465	27386	13832	16872	16486	29243	32768	28459	21692	13594	8933	7409	4969	10756	16484	14168	15440	10018	16047	10093	6420	3791	537	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-4971	SINE	SINE	33	0	72	0	351	71	72	1057	810	3282	1851	1620	2662	1095	1159	608	1166	1215	3795	1342	806	196	164	181	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1158	LTR	LTR	0	0	0	0	0	0	240	807	728	1212	4091	1446	959	892	1011	593	0	1471	2300	1507	3358	1295	262	86	0	178	171	873	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-115	Unknown	Unknown	674	3416	5753	15222	22177	26047	7706	3918	2729	6571	1447	12043	42098	14972	7284	2920	523	0	492	1715	1722	686	9	0	0	360	83	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-287	DNA	DNA	0	0	0	0	0	0	0	0	0	187	0	0	224	322	945	1854	1641	1052	2669	3078	3676	3829	2959	2079	2547	1352	397	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-9297	LTR	Copia	0	0	0	0	0	0	75	0	0	71	186	300	816	1220	494	629	453	760	512	727	260	661	474	429	272	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1164	LTR	LTR	752	7436	8387	2878	4103	3379	942	1235	2150	3553	656	1239	565	123	1882	587	1347	721	808	286	472	369	228	0	917	0	0	169	143	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2791	LTR	Copia	0	0	0	386	0	450	186	1251	674	1893	1726	555	663	809	1223	1072	1282	459	1072	1174	688	890	407	804	784	324	133	19	109	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1079	Unknown	Unknown	0	0	0	0	90	104	104	269	177	944	3286	5941	7847	3525	2925	4171	1877	1878	977	997	147	686	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-752	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	1278	1434	220	679	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-256	LTR	Copia	0	0	0	0	1669	39919	52300	30011	67922	54000	30787	30597	57714	23316	15731	15854	10031	9650	5730	1156	2396	8493	7485	12841	42238	45533	27243	24007	36058	29478	23183	11552	8940	6122	3464	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-760	LTR	LTR	0	0	75	0	191	0	0	143	0	0	130	247	0	0	139	117	257	167	0	127	148	101	0	117	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-228	SINE	SINE	0	0	0	58	0	123	446	247	1086	1887	2948	5215	3760	4962	6392	7550	4554	4603	3120	3586	2489	2120	2680	2403	899	985	352	723	438	370	662	277	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-983	DNA	hAT-Tag1	0	0	0	0	0	105	0	525	524	422	929	602	339	714	541	663	302	669	463	988	549	417	254	252	51	105	106	234	31	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-1154	DNA	DNA	32	0	78	52	298	161	142	727	471	854	1259	1100	1773	1729	843	1431	976	1047	790	1377	669	421	767	170	73	182	243	102	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-664	LINE	L1	0	0	0	0	0	64	0	71	0	53	152	380	278	2560	1734	1993	1205	1915	1012	1418	1913	8234	6525	12448	32509	37509	17529	20974	15846	25699	31002	31850	19239	5380	3892	1012	100	170	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-5252	LTR	LTR	0	0	0	0	0	53	60	153	59	0	344	43	292	173	55	209	0	224	0	86	27	6	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2420	DNA	DNA	0	0	0	0	0	76	305	624	1447	1897	1435	2091	3501	2777	2267	2000	2125	777	460	1054	222	0	111	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-4485	DNA	hAT-Ac	0	0	0	0	0	54	0	0	34	31	0	152	959	606	940	1142	2586	3292	3543	3723	4068	5650	3675	3841	2562	1669	2268	1233	667	627	1201	900	337	108	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-657	DNA	DNA	0	0	34	0	111	0	329	392	192	315	189	723	492	692	679	409	569	542	371	68	377	69	273	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-114	LTR	Gypsy	34	0	218	370	1127	1198	3062	518	3442	1573	4358	5932	5681	9412	11770	2177	2384	9161	5102	3018	1421	1601	521	196	176	87	100	390	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-341	Unknown	Unknown	0	0	0	1877	10082	14826	11258	8238	3619	117	98	128	0	977	901	1354	1192	2652	2630	4210	1421	924	515	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
